place	year	type	number
TCDV	102	small	125
SLDV	103	small	123
PCDV	104	small	856
TPDV	103	small	1652
TPDV	103	small	3069
TPDV	103	small	2473
TPDV	104	small	617
TPDV	98	small	2294
PCDV	102	small	2662
TPDV	93	small	3089
TPDV	102	small	1290
SCDV	94	small	167
TPDV	91	small	479
TPDV	91	insurance	2
TPDV	99	small	1682
TPDV	103	small	1952
SLDV	98	small	411
SLDV	103	small	139
TPDV	97	small	2869
TPDV	101	small	587
TPDV	101	small	600
TPDV	98	small	2731
TPDV	98	small	2427
SCDV	101	small	195
TPDV	102	small	2305
TPDV	96	small	1475
SLDV	103	small	184
TPDV	102	small	201
KLDV	96	small	2908
TPDV	98	small	3336
TPDV	99	small	2488
SLDV	100	small	386
TPDV	100	small	223
TPDV	92	insurance	30
TPDV	93	small	56
HLDV	94	summary	17
KLDV	91	insurance	5
TPDV	97	small	1873
TPDV	101	small	836
SLDV	102	small	661
TPDV	101	small	795
SLDV	101	small	1014
SLDV	103	small	935
TPDV	100	small	911
TPDV	102	small	789
SLDV	104	small	411
TPDV	97	small	1238
TPDV	101	small	1357
TPDV	104	small	157
TPDV	94	small	1155
SLDV	100	small	475
TPDV	103	small	1161
KSDV	99	small	1055
SLDV	101	small	1230
TPDV	101	small	1633
TPDV	100	small	1108
TPDV	91	insurance	112
SLDV	103	small	290
KLDV	91	small	173
TPDV	102	small	2071
SLDV	104	small	33
TPDV	101	small	2635
TPDV	104	small	1190
TPDV	98	small	3438
PCDV	103	small	807
TPDV	103	small	1474
TPDV	100	small	1801
PCDV	102	small	2335
TPDV	95	small	5338
TPDV	97	small	3924
ULDV	102	small	109
CYDV	99	small	595
SLDV	92	insurance	24
TPDV	103	small	118
SLDV	103	small	254
TPDV	102	small	2636
TPDV	100	small	621
KLDV	95	small	128
TPDV	103	small	3036
TPDV	97	small	3917
PCDV	103	small	1861
SLDV	100	small	384
TPDV	103	summary	930
TYDV	92	small	239
PCDV	100	small	1744
SLDV	95	small	913
TPDV	103	small	1304
TPDV	104	small	186
KLDV	102	small	1584
TPDV	97	small	3953
SLDV	96	small	181
TPDV	101	small	1582
TPDV	101	small	610
TPDV	103	small	761
SLDV	103	small	216
TPDV	101	small	1304
TPDV	92	small	3485
SLDV	102	small	575
TPDV	98	small	3310
PCDV	103	small	968
PCDV	98	summary	2790
TPDV	101	small	243
SLDV	102	small	1070
TYDV	98	insurance	14
PCDV	93	insurance	35
TPDV	94	small	369
TPDV	99	small	1554
TPDV	101	small	254
TPDV	102	small	2051
SLDV	103	small	92
TYDV	91	small	12
PCDV	91	insurance	24
TPDV	98	small	3003
KSDV	89	summary	489
TPDV	104	small	204
CHDV	97	insurance	39
PCDV	104	small	363
TPDV	93	small	2307
PCDV	98	small	2458
TPDV	95	small	466
TPDV	96	small	2785
TPDV	98	small	1363
SLDV	91	suit	896
TPDV	100	small	286
KSDV	92	small	2103
TPDV	94	small	779
TPDV	95	small	2044
TPDV	96	small	1844
SLDV	101	small	818
TPDV	98	summary	14604
SLDV	102	small	401
TPDV	95	small	210
TPDV	91	insurance	9
SLDV	94	small	723
KSDV	89	small	2481
TPDV	95	small	1550
PCDV	103	small	906
PCDV	102	summary	1949
KSDV	97	small	2220
TPDV	101	small	104
TPDV	104	small	124
CHDV	103	small	12
TPDV	102	small	2979
TPDV	101	small	2567
KSDV	103	small	522
TPDV	104	small	225
TCDV	102	summary	3187
TPDV	97	small	507
SLDV	101	small	1229
TPDV	101	summary	8971
TPDV	100	summary	2949
TCDV	104	small	259
TPDV	103	small	553
TPDV	97	small	600
TPDV	103	small	2772
PCDV	103	small	863
SLDV	102	small	952
KLDV	99	small	1098
PCDV	99	small	219
TPDV	93	small	1655
KLDV	102	small	1655
PCDV	101	small	1954
TPDV	100	small	2468
TPDV	104	small	77
TPDV	104	small	228
KSDV	92	insurance	49
PCDV	90	small	499
PCDV	103	small	1236
SLDV	98	small	1448
TPDV	97	small	3732
TPDV	103	small	342
PCDV	102	small	1812
TPDV	100	small	174
TCDV	103	small	1727
SLDV	103	summary	933
TPDV	100	small	1868
TPDV	98	small	3295
TCDV	102	small	1305
TCDV	101	small	2681
TPDV	99	small	1648
TPDV	93	small	1200
TCDV	98	small	3539
PCDV	103	small	3020
KLDV	100	small	51
TPDV	95	small	996
TPDV	102	small	800
PCDV	92	insurance	30
SLDV	103	small	459
PCDV	101	small	847
TPDV	102	small	1314
TPDV	101	small	2124
TPDV	104	small	357
TPDV	103	small	174
TPDV	99	small	120
KLDV	98	small	1259
TYDV	98	small	1473
KLDV	95	small	526
TPDV	100	small	2304
TCDV	103	small	1158
KLDV	90	insurance	15
TPDV	97	small	1454
TPDV	96	small	1711
KLDV	100	small	406
TPDV	102	small	670
KSDV	101	summary	941
SLDV	103	small	316
TPDV	94	small	2148
SLDV	102	summary	1046
TPDV	98	small	1564
TPDV	103	small	1479
TPDV	103	small	2893
KSDV	94	small	1013
PCDV	100	small	2326
SLDV	102	small	1304
TPDV	100	small	1257
TPDV	104	small	111
TCDV	99	small	1541
TPDV	103	small	61
TPDV	104	small	603
KSDV	92	small	796
SCDV	92	small	48
TPDV	97	small	704
TPDV	101	small	158
TPDV	99	small	1926
TPDV	103	small	207
SLDV	103	small	223
TPDV	96	small	1341
TPDV	103	small	1865
TCDV	101	small	1229
TPDV	96	summary	1255
TPDV	101	small	160
KSDV	100	summary	339
PCDV	99	small	1099
SLDV	93	insurance	22
TPDV	100	small	2039
TPDV	102	small	365
PCDV	103	small	976
MLDV	92	small	96
SLDV	102	small	993
PCDV	99	summary	447
TCDV	91	small	1958
KLDV	89	small	84
TPDV	101	small	522
TCDV	103	summary	953
TPDV	103	small	2067
TTDV	101	summary	96
SLDV	103	small	172
TPDV	98	small	2114
TPDV	102	small	3085
TPDV	103	small	1764
PCDV	103	small	1669
TPDV	101	small	2020
KLDV	103	small	35
TCDV	96	small	2308
KLDV	93	small	619
TPDV	102	small	1163
TPDV	101	small	713
TYDV	102	small	1169
KLDV	97	small	1400
TPDV	98	small	3052
TPDV	101	small	807
TYDV	90	small	152
KSDV	91	small	248
SLDV	89	suit	1227
TPDV	100	small	2481
TPDV	98	small	3364
TPDV	93	small	651
KSDV	100	small	1556
TPDV	96	small	4077
PCDV	98	small	3334
TPDV	99	small	1328
SLDV	94	small	951
PCDV	97	summary	1444
TPDV	97	small	611
SLDV	102	suit	1240
SLDV	103	small	368
TCDV	93	small	460
TPDV	102	summary	2424
TPDV	95	small	2481
SLDV	102	small	117
TCDV	98	small	503
TPDV	93	suit	113
SLDV	93	small	477
TPDV	102	small	157
TCDV	90	small	166
TPDV	103	small	881
PCDV	95	small	701
TPDV	95	small	2328
TPDV	96	small	1198
TPDV	100	small	670
SLDV	92	small	54
SLDV	97	small	1339
SLDV	103	small	166
SLDV	94	small	937
SLDV	91	small	835
SLDV	103	small	1140
SLDV	104	small	407
TPDV	97	small	4224
TPDV	95	small	1614
TPDV	103	small	1629
TPDV	93	summary	14817
PCDV	97	small	624
SLDV	100	small	141
TPDV	99	small	112
PCDV	103	small	1330
TYDV	95	small	59
TPDV	98	small	2847
TPDV	98	small	3387
TPDV	101	small	938
PCDV	98	small	2182
TPDV	102	small	1638
TPDV	96	small	952
SLDV	97	small	2
PCDV	90	small	941
SLDV	92	small	1364
TPDV	96	small	1970
TPDV	97	small	2986
TNDV	103	summary	287
KLDV	89	small	165
TPDV	94	small	2593
PCDV	103	small	105
PCDV	103	small	1793
TPDV	101	small	2719
TPDV	103	summary	3082
TPDV	103	small	505
TPDV	100	small	1826
PCDV	103	small	2144
TPDV	101	small	1978
TPDV	90	small	2126
TPDV	102	small	808
PCDV	103	small	1020
TPDV	101	suit	1296
TPDV	97	small	4330
TPDV	103	small	3245
PCDV	103	small	1850
TPDV	100	small	422
TPDV	99	small	821
SLDV	96	small	1683
KLDV	90	small	119
SLDV	95	small	1377
KLDV	98	small	2130
TPDV	94	small	1673
TCDV	92	small	1014
KLDV	103	small	883
TCDV	92	small	573
TPDV	93	small	1234
TPDV	91	small	745
TPDV	99	small	499
SLDV	100	small	998
TCDV	97	small	371
SLDV	101	small	660
TPDV	101	small	2340
TCDV	93	small	813
TPDV	90	small	22
TPDV	96	small	3837
TPDV	103	small	744
TPDV	95	small	2043
KSDV	93	small	2181
TPDV	92	small	3103
TPDV	98	small	2482
KSDV	102	small	1083
TPDV	100	small	798
MLDV	91	small	80
SLDV	100	small	1035
NTDV	94	small	194
SLDV	96	small	2436
KSDV	102	small	256
PCDV	101	small	1532
KSDV	100	small	2103
TTDV	100	small	180
SLDV	97	small	1550
TPDV	103	summary	593
TPDV	103	summary	662
TCDV	103	summary	484
TYDV	96	summary	21
TPDV	100	small	2131
TYDV	92	small	906
TPDV	102	small	656
KLDV	91	small	655
TPDV	95	suit	2077
TCDV	103	small	204
TPDV	99	small	1948
KLDV	102	small	384
KLDV	98	small	1162
TCDV	93	suit	136
SLDV	96	suit	1364
KSDV	94	small	1605
TPDV	102	suit	1373
SLDV	94	suit	439
TNDV	103	summary	1148
TNDV	102	suit	1851
TPDV	103	suit	912
CYDV	101	suit	401
SCDV	94	suit	129
TNDV	101	suit	926
HLDV	94	suit	119
HLDV	102	summary	219
TNDV	99	suit	328
PCDV	99	suit	1786
KSDV	98	summary	450
KSDV	102	suit	833
HLDV	93	summary	13
ULDV	93	summary	171
KLDV	94	summary	634
KSDV	96	summary	8284
HLDV	102	suit	88
TCDV	96	summary	446
CHDV	100	suit	362
KLDV	102	small	1221
TCDV	97	summary	2172
TPDV	103	suit	654
HLDV	102	suit	42
PCDV	102	suit	1068
TNDV	99	suit	652
TPDV	88	suit	3844
KLDV	98	suit	27
TPDV	100	suit	3154
CYDV	100	suit	73
TYDV	102	suit	27
KSDV	95	suit	1965
TNDV	102	summary	152
TYDV	96	suit	784
CHDV	96	summary	13
TNDV	101	suit	1546
PTDV	99	suit	39
KSDV	102	summary	1490
TNDV	93	suit	1595
PCDV	99	suit	763
CHDV	89	suit	1168
TCDV	92	suit	2653
TNDV	99	suit	1670
TCDV	94	suit	1610
KSDV	100	suit	1358
CHDV	97	suit	110
CYDV	90	summary	722
KSDV	101	suit	458
TPDV	102	suit	4704
CHDV	99	suit	142
TPDV	99	suit	6
SLDV	103	small	506
KLDV	101	summary	571
TPDV	92	suit	3443
SCDV	99	suit	302
SLDV	100	suit	181
PCDV	103	suit	1302
TPDV	102	summary	388
KSDV	103	suit	2005
PCDV	103	suit	2452
KSDV	103	summary	155
ULDV	93	suit	16
TPDV	96	suit	10108
TNDV	98	suit	533
PCDV	98	summary	1191
TNDV	98	suit	737
CHDV	102	suit	295
TCDV	102	suit	2061
TCDV	96	small	2310
TCDV	98	suit	2349
CHDV	102	suit	540
TCDV	101	summary	38
TPDV	101	suit	4875
TYDV	95	summary	773
CYDV	101	summary	394
TCDV	103	summary	638
TPDV	97	suit	6509
TNDV	100	suit	403
KSDV	100	suit	6
CHDV	93	summary	202
ULDV	91	summary	173
TNDV	95	suit	354
CYDV	101	suit	60
HLDV	89	suit	217
TPDV	101	suit	5121
KSDV	101	suit	1138
KSDV	100	suit	148
TCDV	99	summary	174
TCDV	93	suit	1443
SLDV	103	summary	651
TCDV	92	suit	682
CYDV	101	suit	703
TYDV	102	summary	732
TPDV	92	suit	3252
KSDV	103	summary	36
SLDV	97	suit	1443
TNDV	101	summary	151
PCDV	95	summary	2915
PCDV	102	suit	107
SLDV	93	suit	289
KLDV	89	suit	89
TNDV	101	suit	193
TPDV	100	suit	3825
TPDV	96	summary	39436
TPDV	93	suit	2082
TPDV	93	suit	1229
TYDV	92	suit	1306
PCDV	101	suit	129
TCDV	91	suit	1878
TCDV	93	suit	2466
TYDV	102	suit	882
TYDV	91	suit	1154
PCDV	98	suit	2804
TPDV	100	small	1667
ILDV	101	suit	243
TYDV	99	summary	162
PCDV	102	suit	280
TNDV	95	suit	57
TCDV	102	suit	500
MLDV	88	suit	436
MLDV	93	small	81
TPDV	97	suit	5853
KSDV	97	suit	1429
TNDV	98	suit	62
TPDV	97	suit	918
KLDV	97	suit	201
KSDV	99	suit	1562
TPDV	100	suit	220
TCDV	96	suit	1143
PCDV	101	suit	2265
TNDV	103	summary	198
KSDV	100	suit	710
PCDV	95	summary	2912
TPDV	96	suit	3719
KSDV	92	suit	3547
CHDV	99	summary	159
PCDV	103	suit	1740
TYDV	92	summary	797
NTDV	92	suit	114
TPDV	94	suit	1003
TYDV	102	suit	1382
TCDV	93	suit	2650
PCDV	101	suit	325
KLDV	97	summary	113
PTDV	103	summary	114
PTDV	90	summary	217
PCDV	95	suit	2435
PCDV	97	suit	153
TYDV	95	suit	678
ILDV	98	suit	132
KSDV	102	suit	1896
PCDV	98	summary	2591
TPDV	90	suit	6079
TPDV	102	suit	3300
TPDV	87	suit	1466
TCDV	103	summary	2963
TCDV	93	suit	2239
KSDV	95	summary	2314
KSDV	94	summary	7541
PTDV	103	summary	545
TYDV	91	summary	1515
TNDV	103	summary	55
TNDV	93	summary	326
PCDV	92	summary	1246
KLDV	99	suit	163
PCDV	95	suit	869
PCDV	103	suit	1265
TPDV	90	small	1726
TCDV	94	summary	1159
TYDV	94	suit	153
PCDV	100	suit	1274
KSDV	103	summary	2163
KLDV	102	suit	305
KSDV	95	summary	512
PCDV	98	suit	1992
TYDV	91	summary	137
CYDV	94	suit	418
PCDV	93	summary	1214
TYDV	89	suit	948
SCDV	92	summary	266
NTDV	90	summary	460
PCDV	92	suit	375
PCDV	101	summary	1404
TPDV	103	summary	8808
SCDV	91	summary	302
TNDV	93	summary	947
TNDV	91	suit	1424
TNDV	97	suit	670
CHDV	101	suit	118
ULDV	96	suit	511
PCDV	91	suit	782
SLDV	99	small	1041
TYDV	91	suit	297
TPDV	98	suit	1618
SLDV	97	suit	358
TPDV	99	suit	111
KSDV	103	suit	537
TPDV	93	suit	1721
TCDV	95	suit	209
KSDV	91	summary	975
KSDV	101	summary	1157
MLDV	94	suit	275
TNDV	93	suit	1666
KSDV	102	suit	1291
CHDV	93	suit	756
TNDV	100	suit	976
TCDV	101	suit	2560
TYDV	90	summary	170
PCDV	100	suit	243
TNDV	97	suit	740
PTDV	90	summary	30
TPDV	93	suit	4924
TYDV	94	summary	984
PTDV	97	summary	582
KSDV	102	summary	97
TYDV	103	suit	1560
PCDV	97	summary	439
PTDV	92	suit	58
KSDV	98	suit	68
KSDV	102	suit	584
TYDV	92	summary	1312
ILDV	102	summary	4
TCDV	102	suit	976
TCDV	95	summary	7584
KSDV	90	summary	1003
KSDV	101	suit	23
KSDV	103	suit	718
PTDV	96	suit	290
TNDV	101	suit	752
TNDV	99	summary	517
HLDV	98	suit	341
TPDV	98	summary	20905
KSDV	103	suit	1990
SCDV	90	small	119
TNDV	102	suit	694
HLDV	94	suit	72
KSDV	97	suit	624
PTDV	100	suit	553
TPDV	99	suit	2308
TNDV	97	suit	1349
TYDV	94	suit	1443
TPDV	94	small	994
ILDV	102	summary	124
ILDV	102	suit	25
TPDV	91	suit	6545
TPDV	99	summary	904
TYDV	93	suit	1281
ILDV	103	suit	10
PTDV	103	suit	638
KSDV	99	suit	27
SCDV	103	suit	921
TYDV	101	suit	273
KSDV	92	summary	17
TPDV	95	suit	2071
TPDV	103	summary	955
HLDV	98	suit	219
TCDV	96	suit	1316
PCDV	98	summary	2567
CYDV	103	summary	253
CYDV	99	suit	410
PCDV	102	summary	932
PCDV	100	suit	2754
ILDV	100	suit	87
CHDV	102	suit	327
CHDV	92	insurance	4
PCDV	103	summary	228
KLDV	101	summary	309
TYDV	98	suit	2162
CYDV	89	summary	205
CYDV	93	suit	75
HLDV	103	suit	5
NTDV	91	suit	496
PHDV	102	suit	11
TYDV	93	suit	380
TCDV	94	summary	1482
KSDV	92	insurance	6
TPDV	101	summary	998
TNDV	88	suit	1382
PTDV	99	summary	497
TYDV	94	suit	473
TPDV	102	suit	86
KSDV	88	suit	844
PTDV	100	suit	626
PCDV	92	summary	1248
CYDV	99	suit	46
TTDV	95	suit	66
TTDV	94	suit	192
PCDV	95	suit	349
TCDV	101	summary	2626
TCDV	101	summary	3106
KSDV	89	suit	13
TYDV	98	summary	959
PTDV	95	summary	269
TPDV	95	suit	5638
HLDV	95	suit	235
PCDV	104	summary	113
TCDV	88	suit	2588
TYDV	93	suit	705
HLDV	98	summary	264
TPDV	96	suit	7674
PCDV	101	suit	1620
TPDV	93	suit	2976
MLDV	91	suit	88
TNDV	95	suit	319
SLDV	103	summary	937
SLDV	104	suit	66
NTDV	89	suit	363
TYDV	88	suit	444
KSDV	98	summary	1522
PCDV	103	suit	2411
ILDV	104	summary	52
TCDV	96	summary	1219
TYDV	92	suit	41
KSDV	102	summary	761
NTDV	102	suit	381
TPDV	92	suit	2150
PCDV	99	suit	26
TPDV	98	summary	20938
SLDV	96	suit	55
TCDV	94	summary	5442
TCDV	90	summary	1509
TCDV	103	suit	1545
PCDV	95	suit	2632
TNDV	100	suit	1431
TPDV	104	summary	206
CHDV	99	suit	300
KSDV	102	suit	967
KSDV	103	suit	1852
TCDV	92	suit	1195
TCDV	92	suit	2294
TYDV	90	summary	1649
CYDV	93	suit	222
TPDV	96	suit	3777
TYDV	89	suit	16
TPDV	97	suit	6018
TPDV	103	suit	333
SLDV	101	small	769
TYDV	100	suit	230
TCDV	92	summary	1730
PCDV	103	suit	2326
TCDV	102	summary	1537
ULDV	92	summary	70
TPDV	103	summary	2710
TYDV	93	summary	766
TYDV	97	summary	1546
SLDV	91	suit	13
KSDV	95	suit	77
TPDV	102	summary	11846
KSDV	104	suit	66
PCDV	103	summary	1025
TNDV	103	summary	427
KSDV	103	summary	869
KSDV	103	small	2622
TPDV	94	suit	3263
TCDV	101	suit	425
SCDV	102	suit	90
TCDV	95	suit	2134
TPDV	100	suit	928
KSDV	94	summary	1276
TYDV	94	suit	620
CHDV	103	suit	144
MLDV	91	suit	412
TYDV	92	suit	364
KLDV	100	summary	604
TPDV	96	suit	5521
PCDV	95	suit	536
KSDV	100	suit	1415
PTDV	102	suit	231
TYDV	99	suit	720
TYDV	92	suit	1578
KSDV	102	suit	1477
TNDV	97	summary	857
CYDV	103	suit	447
TNDV	95	summary	716
TPDV	92	suit	4882
TCDV	100	suit	3226
KSDV	103	suit	1387
PCDV	96	suit	623
TNDV	102	suit	639
ULDV	100	suit	332
TCDV	98	summary	783
PCDV	99	suit	1822
SLDV	103	suit	160
TPDV	95	suit	7657
TYDV	95	summary	1393
KSDV	103	summary	739
PTDV	102	suit	60
TPDV	92	suit	5406
CYDV	100	suit	584
CYDV	91	suit	1017
SCDV	103	summary	243
TCDV	102	suit	1904
TCDV	90	summary	889
KSDV	101	summary	2452
TNDV	103	summary	847
CYDV	95	suit	396
CYDV	97	suit	193
TPDV	103	summary	1303
KSDV	97	suit	2186
TPDV	95	summary	3963
TPDV	101	summary	10838
TYDV	102	suit	1991
CHDV	89	suit	397
TCDV	95	suit	3480
HLDV	95	suit	300
CYDV	94	suit	117
PCDV	98	suit	1527
CHDV	95	summary	556
TYDV	92	summary	163
SCDV	102	summary	348
TCDV	103	summary	3113
TCDV	96	suit	122
TNDV	100	suit	60
HLDV	89	suit	233
KSDV	95	suit	309
PCDV	102	summary	630
KSDV	96	summary	2179
KSDV	103	suit	196
TNDV	88	suit	1993
ILDV	94	summary	89
TYDV	101	suit	197
TPDV	94	suit	46
SLDV	103	summary	295
SCDV	103	suit	850
CHDV	94	suit	11
CHDV	102	suit	264
TCDV	103	summary	1028
TPDV	94	summary	33041
PCDV	93	summary	1901
TCDV	103	summary	932
PCDV	91	suit	1164
SLDV	97	summary	865
KSDV	97	summary	1008
TPDV	99	suit	4177
TPDV	92	suit	5335
CHDV	92	summary	4
TCDV	89	suit	657
CHDV	93	suit	98
CYDV	96	suit	269
TCDV	100	summary	192
PCDV	96	suit	210
KLDV	95	summary	520
KLDV	96	summary	916
PCDV	95	suit	677
TCDV	103	suit	3320
TNDV	99	summary	630
TPDV	99	summary	6
TNDV	93	suit	1291
SLDV	98	suit	1422
HLDV	92	suit	64
KSDV	103	summary	1972
TCDV	89	suit	1873
KSDV	99	suit	1721
PCDV	99	suit	1307
TPDV	94	suit	5391
CYDV	91	suit	666
KLDV	95	suit	355
KLDV	99	small	2641
KLDV	100	summary	568
NTDV	99	suit	31
SCDV	92	summary	701
PCDV	99	suit	2461
HLDV	101	suit	309
HLDV	98	summary	378
TCDV	96	suit	3314
SLDV	96	small	2122
PCDV	101	summary	1875
PCDV	96	summary	11681
TNDV	92	suit	1348
PCDV	97	suit	1785
KSDV	103	suit	1968
CHDV	96	small	301
TYDV	94	summary	1350
TCDV	100	suit	260
TPDV	92	suit	1719
KSDV	95	summary	2164
NTDV	91	summary	46
TYDV	94	summary	384
TYDV	99	summary	385
TYDV	96	suit	311
SCDV	93	suit	375
TPDV	93	suit	2463
TPDV	100	summary	10862
MLDV	88	small	246
TPDV	93	suit	3971
TNDV	99	suit	1039
CYDV	99	summary	622
TCDV	102	summary	153
TCDV	88	suit	2448
NTDV	99	small	150
PCDV	91	suit	2362
TCDV	91	summary	1052
TCDV	96	summary	7365
PCDV	101	suit	1071
SCDV	97	suit	176
TCDV	90	summary	1299
TCDV	96	summary	692
TCDV	94	summary	2496
KLDV	103	suit	265
TPDV	103	summary	145
ULDV	93	summary	68
TTDV	95	summary	90
TTDV	99	suit	143
TNDV	104	small	112
TYDV	100	suit	149
SLDV	97	suit	425
TPDV	100	suit	1345
TPDV	93	suit	634
KSDV	91	suit	1182
TCDV	91	suit	1219
NTDV	103	suit	138
PCDV	100	summary	896
KSDV	97	summary	5901
TPDV	103	suit	2665
TCDV	91	suit	2256
TNDV	97	suit	1365
PCDV	102	summary	43
PCDV	103	suit	2291
KSDV	98	suit	2090
TPDV	87	suit	3319
TCDV	95	suit	1008
TCDV	97	suit	147
KSDV	95	summary	358
ILDV	89	summary	99
TCDV	90	summary	788
KSDV	98	suit	42
SCDV	96	suit	704
PTDV	92	suit	692
ULDV	92	suit	391
PCDV	102	suit	1329
KSDV	94	suit	3002
PCDV	96	suit	2788
KSDV	100	summary	33
CHDV	92	suit	31
TCDV	100	suit	1616
TPDV	95	summary	14742
CYDV	102	suit	535
TPDV	98	suit	1746
KSDV	103	suit	954
CYDV	92	suit	97
SLDV	100	summary	420
PTDV	103	suit	75
TCDV	93	suit	2284
TCDV	94	summary	2216
SLDV	102	suit	96
TPDV	98	suit	1121
SLDV	92	suit	1055
CYDV	94	suit	337
SCDV	92	summary	291
NTDV	93	summary	123
SLDV	103	suit	135
CYDV	101	suit	577
CYDV	95	summary	1480
KSDV	102	suit	1779
TNDV	94	suit	1253
KSDV	101	suit	2160
TYDV	95	suit	1930
SLDV	98	suit	1187
SLDV	102	suit	1608
SLDV	94	suit	1144
TNDV	96	suit	130
TNDV	94	summary	2080
TPDV	91	suit	4482
TYDV	92	suit	321
TPDV	102	suit	728
PCDV	98	summary	1299
CHDV	95	suit	869
TCDV	95	suit	350
SLDV	102	summary	49
TYDV	101	suit	704
SLDV	96	small	898
MLDV	89	summary	298
TYDV	93	suit	523
KSDV	103	summary	357
SCDV	99	summary	64
TYDV	93	summary	1587
CHDV	101	summary	140
CHDV	91	suit	331
SLDV	92	suit	469
TPDV	97	summary	22755
TCDV	93	small	1007
SCDV	104	summary	118
TNDV	94	summary	138
TYDV	102	suit	852
CHDV	89	suit	58
TPDV	94	suit	6956
KSDV	101	summary	270
KSDV	92	suit	2213
PTDV	103	summary	129
KSDV	90	summary	1878
ILDV	99	suit	85
TNDV	95	suit	468
PCDV	103	small	2447
PCDV	101	suit	1319
TPDV	94	small	360
TYDV	98	summary	713
TCDV	90	summary	2099
SLDV	97	suit	631
HLDV	96	suit	136
SLDV	95	small	3342
KSDV	97	suit	1570
TNDV	88	suit	1868
TYDV	99	summary	401
SLDV	98	suit	904
PCDV	102	summary	214
TYDV	89	suit	996
HLDV	95	suit	260
CYDV	95	suit	220
TYDV	91	summary	615
TNDV	93	suit	949
TYDV	101	summary	201
PCDV	101	suit	747
KSDV	91	summary	682
HLDV	104	suit	29
ILDV	102	summary	193
TNDV	100	suit	825
KSDV	91	suit	1340
TPDV	92	suit	4138
PCDV	99	suit	692
TPDV	100	summary	2907
TPDV	92	suit	1930
KSDV	101	summary	131
TYDV	95	summary	569
TYDV	93	summary	1119
ILDV	88	suit	291
ILDV	102	summary	177
CYDV	93	suit	48
ILDV	89	summary	170
ILDV	98	summary	123
TCDV	90	summary	1179
TCDV	102	suit	1122
TYDV	97	suit	409
TYDV	98	suit	1003
TCDV	97	suit	488
TCDV	98	suit	973
HLDV	97	suit	377
CYDV	97	suit	76
TPDV	89	suit	3267
TPDV	102	suit	1277
KSDV	89	suit	200
TNDV	101	summary	1439
NTDV	103	summary	205
TPDV	88	suit	5050
CHDV	90	summary	280
KLDV	99	suit	152
ULDV	94	summary	134
TNDV	93	suit	474
NTDV	89	suit	320
TNDV	103	summary	463
TPDV	92	suit	3164
TCDV	102	suit	1286
TCDV	98	summary	127
TCDV	104	small	2
PCDV	103	summary	1969
PCDV	92	suit	177
SLDV	102	summary	133
TCDV	101	summary	384
TCDV	101	suit	306
PCDV	101	suit	1738
PCDV	102	summary	1009
PCDV	96	suit	763
TNDV	98	summary	501
TNDV	100	summary	697
KSDV	96	summary	4674
PCDV	99	suit	985
TCDV	102	suit	1749
ILDV	99	suit	403
TCDV	102	summary	2401
PCDV	101	summary	1307
TYDV	102	summary	1323
TCDV	88	suit	3502
SLDV	96	suit	469
KSDV	93	summary	423
KSDV	98	suit	530
KSDV	99	suit	886
KSDV	103	small	364
KSDV	102	small	1033
KSDV	102	small	3020
KSDV	102	summary	1892
KSDV	102	small	298
TYDV	100	summary	345
KSDV	100	suit	429
SCDV	97	suit	83
TYDV	102	suit	1269
KSDV	101	suit	880
PCDV	95	summary	312
NTDV	103	suit	234
PTDV	94	small	324
PCDV	96	suit	171
NTDV	91	summary	470
CYDV	95	suit	729
TPDV	103	summary	5382
KSDV	102	suit	880
HLDV	98	suit	220
ULDV	96	suit	176
HLDV	99	summary	390
HLDV	95	suit	199
TCDV	103	small	265
SCDV	99	summary	122
HLDV	95	suit	237
TCDV	100	suit	3110
TCDV	100	suit	1
TNDV	99	suit	1259
TCDV	103	small	2413
SCDV	96	suit	149
KSDV	99	summary	1018
KSDV	95	suit	273
PTDV	96	suit	74
KSDV	94	suit	3131
TYDV	92	suit	1476
TCDV	98	suit	1034
TCDV	96	suit	660
KSDV	99	summary	1077
ILDV	103	summary	169
SLDV	104	summary	202
TPDV	92	suit	1512
SLDV	97	suit	112
SCDV	103	suit	400
KSDV	100	summary	360
PTDV	103	suit	133
PCDV	93	summary	1224
TPDV	92	suit	3906
KSDV	91	summary	43
SLDV	99	summary	447
KSDV	101	suit	2015
TNDV	103	small	45
HLDV	103	suit	230
TPDV	100	summary	8090
TPDV	97	summary	1054
CYDV	91	summary	312
PCDV	103	summary	1661
TPDV	95	summary	34632
TCDV	90	summary	1
NTDV	103	suit	26
HLDV	96	summary	309
CHDV	96	summary	744
TYDV	99	suit	118
KSDV	95	summary	322
TYDV	103	summary	963
KSDV	91	suit	1936
PTDV	91	small	324
KSDV	98	small	1184
SLDV	101	small	84
TYDV	93	small	1276
SCDV	101	summary	135
KSDV	98	summary	1935
PCDV	102	summary	808
TCDV	93	summary	3223
TPDV	93	suit	3072
PCDV	98	summary	1468
TPDV	94	small	1322
TYDV	94	small	1810
SLDV	100	summary	839
SCDV	102	summary	105
ULDV	90	small	9
TPDV	101	suit	4880
SLDV	100	summary	664
CHDV	91	summary	166
PTDV	94	small	474
KSDV	92	summary	200
TYDV	103	summary	918
NTDV	96	summary	490
TCDV	94	summary	425
SLDV	100	summary	733
SLDV	97	summary	1826
SCDV	95	summary	325
TYDV	91	summary	481
